title,link,days_passed,company,location,salary
متخصص آمار(مشهد),https://jobinja.ir/companies/alpha-niroo/jobs/CTwE/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%85%D8%AA%D8%AE%D8%B5%D8%B5-%D8%A2%D9%85%D8%A7%D8%B1-%D9%85%D8%B4%D9%87%D8%AF-%D8%AF%D8%B1-%D8%A2%D9%84%D9%81%D8%A7-%D9%86%DB%8C%D8%B1%D9%88?_ref=16,(امروز),آلفا نیرو | Alpha Niroo,خراسان رضوی، مشهد,قراردادتمام‌وقت(حقوقتوافقی)
توسعه‌دهنده Back-End (همدان),https://jobinja.ir/companies/sorchi/jobs/CTeG/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%AA%D9%88%D8%B3%D8%B9%D9%87-%D8%AF%D9%87%D9%86%D8%AF%D9%87-back-end-%D9%87%D9%85%D8%AF%D8%A7%D9%86-%D8%AF%D8%B1-%D8%B3%D9%88%D8%B1%DA%86%DB%8C?_ref=16,(۲ روز پیش),سورچی | Sorchi,همدان، همدان,"قراردادتمام‌وقت(حقوقاز۶,۰۰۰,۰۰۰تومان)"
Django) Back-End Developer-مشهد),https://jobinja.ir/companies/telusem/jobs/CT2Q/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-django-back-end-developer-%D9%85%D8%B4%D9%87%D8%AF-%D8%AF%D8%B1-%D8%AA%D9%84%D9%88%D8%B3%D9%85?_ref=16,(۲ روز پیش),تلوسم | Telusem,خراسان رضوی، مشهد,قراردادتمام‌وقت(حقوقتوافقی)
(Senior Back-End Developer (Django,https://jobinja.ir/companies/miare/jobs/CPJ4/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-senior-back-end-developer-django-%D8%AF%D8%B1-%D9%85%DB%8C%D8%A7%D8%B1%D9%87?_ref=16,(۳ روز پیش),میاره | Miare,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
کارشناس ارشد داده‌کاوی (هوش مصنوعی-اصفهان),https://jobinja.ir/companies/observation-information-processing-group/jobs/CaaO/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%DA%A9%D8%A7%D8%B1%D8%B4%D9%86%D8%A7%D8%B3-%D8%A7%D8%B1%D8%B4%D8%AF-%D8%AF%D8%A7%D8%AF%D9%87-%DA%A9%D8%A7%D9%88%DB%8C-%D9%87%D9%88%D8%B4-%D9%85%D8%B5%D9%86%D9%88%D8%B9%DB%8C-%D8%A7%D8%B5%D9%81%D9%87%D8%A7%D9%86-%D8%AF%D8%B1-%D8%B1%D8%B5%D8%AF-%D8%B3%D8%B1%D9%85%D8%A7%DB%8C%D9%87-%D9%87%D9%88%D8%B4%D9%85%D9%86%D8%AF?_ref=16,(۵ روز پیش),رصد سرمایه هوشمند | Rasad,اصفهان، اصفهان,قراردادتمام‌وقت(حقوقتوافقی)
Backend Team Lead,https://jobinja.ir/companies/nobitex-1/jobs/CMgK/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-backend-team-lead-%D8%AF%D8%B1-%D9%86%D9%88%D8%A8%DB%8C%D8%AA%DA%A9%D8%B3?_ref=16,(۸ روز پیش),نوبیتکس | Nobitex,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
(Senior DataOps Engineer (DigiCloud,https://jobinja.ir/companies/digikala/jobs/Cupi/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-senior-dataops-engineer-digicloud-%D8%AF%D8%B1-%D8%AF%DB%8C%D8%AC%DB%8C-%DA%A9%D8%A7%D9%84%D8%A7?_ref=16,(۱۴ روز پیش),دیجی‌‌کالا | Digikala,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
کارشناس پایگاه داده و سیستم عامل,https://jobinja.ir/companies/arad-3/jobs/CET3/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%DA%A9%D8%A7%D8%B1%D8%B4%D9%86%D8%A7%D8%B3-%D9%BE%D8%A7%DB%8C%DA%AF%D8%A7%D9%87-%D8%AF%D8%A7%D8%AF%D9%87-%D9%88-%D8%B3%DB%8C%D8%B3%D8%AA%D9%85-%D8%B9%D8%A7%D9%85%D9%84-%D8%AF%D8%B1-%D9%85%D8%AC%D9%85%D9%88%D8%B9%D9%87-%D9%BE%DA%98%D9%88%D9%87%D8%B4%DB%8C-%D8%A2%D8%B1%D8%A7%D8%AF?_ref=16,(۲۰ روز پیش),مجموعه پژوهشی آراد | Arad,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
برنامه نویس Back-End (Django-کرمان),https://jobinja.ir/companies/ide-pardazesh-harkat/jobs/CE0G/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-back-end-django-%DA%A9%D8%B1%D9%85%D8%A7%D9%86-%D8%AF%D8%B1-%D8%A7%DB%8C%D8%AF%D9%87-%D9%BE%D8%B1%D8%AF%D8%A7%D8%B2%D8%B4-%D8%AD%D8%B1%DA%A9%D8%AA?_ref=16,(۲۳ روز پیش),ایده پردازش حرکت | Ide Pardazesh Harkat,کرمان، کرمان,قراردادتمام‌وقت(حقوقتوافقی)
Senior QA/QC Specialist,https://jobinja.ir/companies/ramzinex/jobs/CjVp/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-senior-qa-qc-specialist-%D8%AF%D8%B1-%D8%B1%D9%85%D8%B2%DB%8C%D9%86%DA%A9%D8%B3?_ref=16,(۳۶ روز پیش),رمزینکس | Ramzinex,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
برنامه‌نویس بلاکچین(یزد),https://jobinja.ir/companies/danex/jobs/C7nN/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-%D8%A8%D9%84%D8%A7%DA%A9%DA%86%DB%8C%D9%86-%DB%8C%D8%B2%D8%AF-%D8%AF%D8%B1-%D8%AF%D8%A7%D9%86%DA%A9%D8%B3?_ref=16,(۴۸ روز پیش),دانکس | Danex,یزد، یزد,قراردادتمام‌وقت(حقوقتوافقی)
Remote) Senior Golang Developer),https://jobinja.ir/companies/bvita/jobs/CTor/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-remote-senior-golang-developer-%D8%AF%D8%B1-%D8%A8%DB%8C-%D9%88%DB%8C-%D8%AA%D8%A7?_ref=16,(امروز),بی وی تا | BVITA,تهران، تهران,"قرارداددورکاری(حقوقاز۵۰,۰۰۰,۰۰۰تومان)"
کارشناس یادگیری ماشین (Machine Learning-آقا),https://jobinja.ir/companies/ispe/jobs/CTpx/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%DA%A9%D8%A7%D8%B1%D8%B4%D9%86%D8%A7%D8%B3-%DB%8C%D8%A7%D8%AF%DA%AF%DB%8C%D8%B1%DB%8C-%D9%85%D8%A7%D8%B4%DB%8C%D9%86-machine-learning-%D8%A2%D9%82%D8%A7-%D8%AF%D8%B1-%D8%AF%D8%A7%D9%86%D8%B4-%D8%A8%D9%86%DB%8C%D8%A7%D9%86-%D8%A7%DB%8C%D8%B3%D8%A7%D8%AA%DB%8C%D8%B3-%D8%AF%D8%A7%D9%86%D8%B4-%D8%AA%D9%88%D9%84%DB%8C%D8%AF-%D8%AA%D8%AC%D9%87%DB%8C%D8%B2?_ref=16,(امروز),دانش بنیان ایساتیس دانش، تولید، تجهیز | ISPE,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
مدیر فنی (CTO-آقا-قم),https://jobinja.ir/companies/shooban/jobs/CMbv/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%85%D8%AF%DB%8C%D8%B1-%D9%81%D9%86%DB%8C-cto-%D8%A2%D9%82%D8%A7-%D9%82%D9%85-%D8%AF%D8%B1-%D8%AA%D9%88%D8%B3%D8%B9%D9%87-%D8%AF%D8%A7%D9%85%D9%BE%D8%B1%D9%88%D8%B1%DB%8C-%D8%B4%D9%88%D8%A8%D8%A7%D9%86?_ref=16,(۳ روز پیش),توسعه دامپروری شوبان | Shooban,قم، قم,قراردادتمام‌وقت(حقوقتوافقی)
برنامه‌نویس ارشد (Back-End (Django,https://jobinja.ir/companies/archivira/jobs/CMhN/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-%D8%A7%D8%B1%D8%B4%D8%AF-back-end-django-%D8%AF%D8%B1-%D8%A2%D8%B1%D8%B4%DB%8C%D9%88%DB%8C%D8%B1%D8%A7?_ref=16,(۴ روز پیش),آرشیویرا | Archivira,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
کارشناس ‌BI,https://jobinja.ir/companies/yasan-academy/jobs/C7xj/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%DA%A9%D8%A7%D8%B1%D8%B4%D9%86%D8%A7%D8%B3-bi-%D8%AF%D8%B1-%D8%A2%DA%A9%D8%A7%D8%AF%D9%85%DB%8C-%DB%8C%D8%A7%D8%B3%D8%A7%D9%86?_ref=16,(۵ روز پیش),آکادمی یاسان | Yasan Academy,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
کارشناس پایگاه داده,https://jobinja.ir/companies/asiatech/jobs/CMP7/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%DA%A9%D8%A7%D8%B1%D8%B4%D9%86%D8%A7%D8%B3-%D9%BE%D8%A7%DB%8C%DA%AF%D8%A7%D9%87-%D8%AF%D8%A7%D8%AF%D9%87-%D8%AF%D8%B1-%D8%A2%D8%B3%DB%8C%D8%A7%D8%AA%DA%A9?_ref=16,(۸ روز پیش),آسیاتک | Asiatech,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
متخصص هوش مصنوعی (مشهد),https://jobinja.ir/companies/part-financial-data-processing/jobs/bNy/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%85%D8%AA%D8%AE%D8%B5%D8%B5-%D9%87%D9%88%D8%B4-%D9%85%D8%B5%D9%86%D9%88%D8%B9%DB%8C-%D9%85%D8%B4%D9%87%D8%AF-%D8%AF%D8%B1-%DA%AF%D8%B1%D9%88%D9%87-%D9%86%D8%B1%D9%85-%D8%A7%D9%81%D8%B2%D8%A7%D8%B1%DB%8C-%D9%BE%D8%A7%D8%B1%D8%AA?_ref=16,(۱۰ روز پیش),گروه نرم افزاری پارت | Part Software Group,خراسان رضوی، مشهد,قراردادتمام‌وقت(حقوقتوافقی)
Senior Data Scientist,https://jobinja.ir/companies/mobillet-1/jobs/RpEu/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-senior-data-scientist-%D8%AF%D8%B1-%D8%B1%D8%A7%D9%87%DA%A9%D8%A7%D8%B1%D9%87%D8%A7%DB%8C-%D9%85%D8%A7%D9%84%DB%8C-%D9%87%D9%88%D8%B4%D9%85%D9%86%D8%AF-%D8%B3%D8%A7%D9%85%D8%A7%D9%86-%D9%85%D9%88%D8%A8%D8%A7%DB%8C%D9%84%D8%AA?_ref=16,(۲۱ روز پیش),راهکارهای مالی هوشمند سامان (موبایلت) | Mobillet,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
Blockchain Developer,https://jobinja.ir/companies/saraf/jobs/CEJD/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-blockchain-developer-%D8%AF%D8%B1-%D8%B5%D8%B1%D8%A7%D9%81?_ref=16,(۲۳ روز پیش),صراف | Saraf,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
کارشناس پردازش تصویر,https://jobinja.ir/companies/basir-pardazesh-gheshm/jobs/Cj9f/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%DA%A9%D8%A7%D8%B1%D8%B4%D9%86%D8%A7%D8%B3-%D9%BE%D8%B1%D8%AF%D8%A7%D8%B2%D8%B4-%D8%AA%D8%B5%D9%88%DB%8C%D8%B1-%D8%AF%D8%B1-%D8%A8%D8%B5%DB%8C%D8%B1-%D9%BE%D8%B1%D8%AF%D8%A7%D8%B2%D8%B4-%D9%82%D8%B4%D9%85?_ref=16,(۲۸ روز پیش),بصیر پردازش قشم | Basir Pardazesh Gheshm,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
Senior Linux System Administrator,https://jobinja.ir/companies/baharan-4/jobs/RTSm/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-senior-linux-system-administrator-%D8%AF%D8%B1-%D8%A8%D9%87%D8%A7%D8%B1%D8%A7%D9%86?_ref=16,(۲۹ روز پیش),بهاران | Baharan,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
توسعه‌دهنده بلاکچین (Blockchain),https://jobinja.ir/companies/exonyx/jobs/Cv53/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%AA%D9%88%D8%B3%D8%B9%D9%87-%D8%AF%D9%87%D9%86%D8%AF%D9%87-%D8%A8%D9%84%D8%A7%DA%A9%DA%86%DB%8C%D9%86-blockchain-%D8%AF%D8%B1-%D8%A7%DA%A9%D8%B3-%D8%A7%D9%88%D9%86%DB%8C%DA%A9%D8%B3?_ref=16,(۳۰ روز پیش),اکس اونیکس | Exonyx,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
Linux System Administrator,https://jobinja.ir/companies/liaservices/jobs/CgZr/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-linux-system-administrator-%D8%AF%D8%B1-%D9%84%DB%8C%D8%A7-%D8%B3%D8%B1%D9%88%DB%8C%D8%B3?_ref=16,(۳۱ روز پیش),لیا سرویس | liaservices,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
مهندس داده (Data Engineer-آقا-مشهد),https://jobinja.ir/companies/-26/jobs/CvIn/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%85%D9%87%D9%86%D8%AF%D8%B3-%D8%AF%D8%A7%D8%AF%D9%87-data-engineer-%D8%A2%D9%82%D8%A7-%D9%85%D8%B4%D9%87%D8%AF-%D8%AF%D8%B1-%D8%A8%D9%87%D8%B4%D8%AA-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3%D8%A7%D9%86?_ref=16,(۴۴ روز پیش),بهشت برنامه نویسان | BEHESHT BARNAME NEVISAN,خراسان رضوی، مشهد,"قراردادتمام‌وقت(حقوقاز۱۵,۰۰۰,۰۰۰تومان)"
توسعه‌دهنده سیستم عامل,https://jobinja.ir/companies/arad-sharif/jobs/C4nc/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%AA%D9%88%D8%B3%D8%B9%D9%87-%D8%AF%D9%87%D9%86%D8%AF%D9%87-%D8%B3%DB%8C%D8%B3%D8%AA%D9%85-%D8%B9%D8%A7%D9%85%D9%84-%D8%AF%D8%B1-%D8%A7%D8%B1%D8%A7%D8%AF-%D8%B4%D8%B1%DB%8C%D9%81?_ref=16,(۵۵ روز پیش),اراد شریف | Arad Sharif,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
کارشناس یادگیری ماشین (Machine Learning-دورکاری),https://jobinja.ir/companies/webmetric/jobs/CE2f/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%DA%A9%D8%A7%D8%B1%D8%B4%D9%86%D8%A7%D8%B3-%DB%8C%D8%A7%D8%AF%DA%AF%DB%8C%D8%B1%DB%8C-%D9%85%D8%A7%D8%B4%DB%8C%D9%86-machine-learning-%D8%AF%D9%88%D8%B1%DA%A9%D8%A7%D8%B1%DB%8C-%D8%AF%D8%B1-%D9%88%D8%A8-%D9%85%D8%AA%D8%B1%DB%8C%DA%A9?_ref=16,(۱۵ روز پیش),وب متریک | WebMetric,تهران، تهران,قرارداددورکاری(حقوقتوافقی)
Machine Learning Engineer,https://jobinja.ir/companies/begaard/jobs/CTpR/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-machine-learning-engineer-%D8%AF%D8%B1-%D8%A8%DA%AF%D8%B1%D8%AF?_ref=16,(امروز),بگرد | Begaard,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
متخصص فناوری هوش مصنوعی,https://jobinja.ir/companies/sarveen-technologies/jobs/Cj7b/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%85%D8%AA%D8%AE%D8%B5%D8%B5-%D9%81%D9%86%D8%A7%D9%88%D8%B1%DB%8C-%D9%87%D9%88%D8%B4-%D9%85%D8%B5%D9%86%D9%88%D8%B9%DB%8C-%D8%AF%D8%B1-%D9%81%D9%86%D8%A7%D9%88%D8%B1%DB%8C-%D8%B3%D8%B1%D9%88%DB%8C%D9%86?_ref=16,(امروز),فناوری سروین | Sarveen Technologies,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
Data Engineer,https://jobinja.ir/companies/snappmarket/jobs/CM7J/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-data-engineer-%D8%AF%D8%B1-%D8%A7%D8%B3%D9%86%D9%BE-%DA%AF%D8%B1%D9%88%D8%B3%D8%B1%DB%8C?_ref=16,(۱ روز پیش),اسنپ گروسری | Snapp Grocery,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
Data Engineer,https://jobinja.ir/companies/irancell-labs-1/jobs/CTf8/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-data-engineer-%D8%AF%D8%B1-%D8%A7%DB%8C%D8%B1%D8%A7%D9%86%D8%B3%D9%84-%D9%84%D8%A8%D8%B2?_ref=16,(۱ روز پیش),ایرانسل لبز | Irancell Labs,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
Engineering Manager,https://jobinja.ir/companies/snapp/jobs/CT0j/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-engineering-manager-%D8%AF%D8%B1-%D8%A7%D8%B3%D9%86%D9%BE?_ref=16,(۲ روز پیش),اسنپ | Snapp,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
مهندس داده‌ها‌ (Data Engineering),https://jobinja.ir/companies/research-center-on-developing-advanced-technologies/jobs/CIDV/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%85%D9%87%D9%86%D8%AF%D8%B3-%D8%AF%D8%A7%D8%AF%D9%87-%D9%87%D8%A7-data-engineering-%D8%AF%D8%B1-%D9%BE%DA%98%D9%88%D9%87%D8%B4%DA%AF%D8%A7%D9%87-%D8%AA%D9%88%D8%B3%D8%B9%D9%87-%D9%81%D9%86%D8%A7%D9%88%D8%B1%DB%8C-%D9%87%D8%A7%DB%8C-%D9%BE%DB%8C%D8%B4%D8%B1%D9%81%D8%AA%D9%87-%D8%AE%D9%88%D8%A7%D8%AC%D9%87-%D9%86%D8%B5%DB%8C%D8%B1%D8%A7%D9%84%D8%AF%DB%8C%D9%86-%D8%B7%D9%88%D8%B3%DB%8C?_ref=16,(۶ روز پیش),پژوهشگاه توسعه فناوری‌های پیشرفته خواجه‌ نصیرالدین طوسی | Research Center on Developing Advanced Technologies,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
توسعه‌دهنده ++C,https://jobinja.ir/companies/mahsan-1/jobs/RnG7/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%AA%D9%88%D8%B3%D8%B9%D9%87-%D8%AF%D9%87%D9%86%D8%AF%D9%87-c-%D8%AF%D8%B1-%D9%85%D9%87%D8%B3%D8%A7%D9%86?_ref=16,(۸ روز پیش),مهسان | Mahsan,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
BI Developer,https://jobinja.ir/companies/pardazeshgaran-nik-andish/jobs/CUTu/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-bi-developer-%D8%AF%D8%B1-%D8%AA%D8%A7%D8%B1%D8%AA?_ref=16,(۸ روز پیش),تارت | Tart,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
Technical Team Lead,https://jobinja.ir/companies/parstasmim/jobs/CjSl/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-technical-team-lead-%D8%AF%D8%B1-%D9%BE%D8%A7%D8%B1%D8%B3-%D8%AA%D8%B5%D9%85%DB%8C%D9%85?_ref=16,(۲۳ روز پیش),پارس تصمیم | Pars Tasmim,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
برنامه‌نویس Microsoft Dynamics CRM,https://jobinja.ir/companies/tadbirgranfarda/jobs/CEuL/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-microsoft-dynamics-crm-%D8%AF%D8%B1-%DA%A9%D8%A7%D8%B1%DA%AF%D8%B2%D8%A7%D8%B1%DB%8C-%D8%AA%D8%AF%D8%A8%DB%8C%D8%B1-%DA%AF%D8%B1%D8%A7%D9%86-%D9%81%D8%B1%D8%AF%D8%A7?_ref=16,(۲۰ روز پیش),کارگزاری تدبیر گران فردا | Tadbirgran Farda,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
سرپرست تیم برنامه‌نویسی (Technical Team Lead),https://jobinja.ir/companies/kian-ict/jobs/Cj4P/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%B3%D8%B1%D9%BE%D8%B1%D8%B3%D8%AA-%D8%AA%DB%8C%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3%DB%8C-technical-team-lead-%D8%AF%D8%B1-%D8%A2%DB%8C%D8%AA%D9%88%D9%84?_ref=16,(۱ روز پیش),آیتول | iToll,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
مدیر تیم برنامه‌نویسی (Technical Team Lead),https://jobinja.ir/companies/Webjar/jobs/CNlU/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%85%D8%AF%DB%8C%D8%B1-%D8%AA%DB%8C%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3%DB%8C-technical-team-lead-%D8%AF%D8%B1-%DA%AF%D8%B1%D9%88%D9%87-%D9%88%D8%A8%D8%AC%D8%A7%D8%B1?_ref=16,(۲۶ روز پیش),گروه وبجار | Webjar,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
مدرس برنامه‌نویسی (کرج),https://jobinja.ir/companies/netcollege/jobs/RNnT/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%85%D8%AF%D8%B1%D8%B3-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3%DB%8C-%DA%A9%D8%B1%D8%AC-%D8%AF%D8%B1-%D9%86%D8%AA-%DA%A9%D8%A7%D9%84%D8%AC?_ref=16,(۱۷ روز پیش),نت کالج | Net College,البرز، کرج,قراردادپاره‌وقت(حقوقتوافقی)
برنامه‌نویس پایتون (Python),https://jobinja.ir/companies/zeenama-1/jobs/CvcB/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-%D9%BE%D8%A7%DB%8C%D8%AA%D9%88%D9%86-python-%D8%AF%D8%B1-%D8%B2%DB%8C%D9%86%D9%85%D8%A7?_ref=16,(۴۵ روز پیش),زینما | Zeenama,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
برنامه‌نویس پایتون (Python),https://jobinja.ir/companies/kardan-investment-bank-2/jobs/C7y5/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-%D9%BE%D8%A7%DB%8C%D8%AA%D9%88%D9%86-python-%D8%AF%D8%B1-%D8%AA%D8%A7%D9%85%DB%8C%D9%86-%D8%B3%D8%B1%D9%85%D8%A7%DB%8C%D9%87-%DA%A9%D8%A7%D8%B1%D8%AF%D8%A7%D9%86?_ref=16,(۴۵ روز پیش),تامین سرمایه کاردان | Kardan Investment Bank,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
برنامه‌نویس پایتون (Python),https://jobinja.ir/companies/arman-tandorost-med-1/jobs/C7f7/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-%D9%BE%D8%A7%DB%8C%D8%AA%D9%88%D9%86-python-%D8%AF%D8%B1-%D8%A2%D8%B1%D9%85%D8%A7%D9%86-%D8%AA%D9%86%D8%AF%D8%B1%D8%B3%D8%AA?_ref=16,(۵۱ روز پیش),آرمان تندرست | Arman Tandorost,تهران، تهران,"قراردادتمام‌وقت(حقوقاز۱۰,۰۰۰,۰۰۰تومان)"
برنامه‌نویس پایتون (Python),https://jobinja.ir/companies/graph-inc/jobs/Cu4H/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-%D9%BE%D8%A7%DB%8C%D8%AA%D9%88%D9%86-python-%D8%AF%D8%B1-%DA%AF%D8%B1%D8%A7%D9%81?_ref=16,(۱۴ روز پیش),گراف | Graph,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
برنامه‌نویس پایتون (Python),https://jobinja.ir/companies/mojmedia/jobs/Cj1o/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A8%D8%B1%D9%86%D8%A7%D9%85%D9%87-%D9%86%D9%88%DB%8C%D8%B3-%D9%BE%D8%A7%DB%8C%D8%AA%D9%88%D9%86-python-%D8%AF%D8%B1-%D9%85%D9%88%D8%AC-%D8%AD%D8%A7%D9%85%DB%8C-%D8%B1%D8%B3%D8%A7%D9%86%D9%87?_ref=16,(۳۳ روز پیش),موج حامی رسانه | Mojmedia,تهران، تهران,قراردادتمام‌وقت(حقوقتوافقی)
